team1,team2,year,over_or_under,amount,confidence_level
Commanders,Lions,2013,under,30,0.32
Commanders,Ravens,2013,under,37,0.54
Texans,Packers,2013,under,40,0.4
Texans,Steelers,2013,under,47,0.6
Texans,Vikings,2013,under,38,0.5
Texans,Eagles,2013,under,34,0.35
Texans,Bills,2013,under,47,0.34
Texans,Chiefs,2013,under,40,0.31
Texans,Lions,2013,under,48,0.54
Texans,Ravens,2013,under,48,0.53
Packers,Steelers,2013,under,48,0.46
Packers,Vikings,2013,under,43,0.51
Packers,Eagles,2013,under,29,0.36
Packers,Bills,2013,under,43,0.53
Packers,Chiefs,2013,under,35,0.42
Packers,Lions,2013,under,23,0.35
Packers,Ravens,2013,under,10,0.56
Steelers,Vikings,2013,under,31,0.31
Steelers,Eagles,2013,under,32,0.58
Steelers,Bills,2013,under,37,0.59
Steelers,Chiefs,2013,under,23,0.35
Steelers,Lions,2013,under,21,0.49
Steelers,Ravens,2013,under,35,0.51
Vikings,Eagles,2013,under,40,0.5
Vikings,Bills,2013,under,29,0.37
Vikings,Chiefs,2013,under,41,0.5
Vikings,Lions,2013,under,31,0.38
Vikings,Ravens,2013,under,0,0.76
Eagles,Bills,2013,under,33,0.5
Eagles,Chiefs,2013,under,17,0.3
Eagles,Lions,2013,under,22,0.44
Eagles,Ravens,2013,under,8,0.56
Bills,Chiefs,2013,under,14,0.47
Bills,Lions,2013,under,15,0.31
Bills,Ravens,2013,under,35,0.48
Chiefs,Lions,2013,under,5,0.79
Chiefs,Ravens,2013,under,35,0.41
Lions,Ravens,2013,over,2,0.59
Commanders,Texans,2013,under,47,0.55
Commanders,Packers,2013,under,45,0.33
Commanders,Steelers,2013,under,39,0.33
Commanders,Vikings,2013,under,45,0.41
Commanders,Eagles,2013,under,46,0.5
Commanders,Bills,2013,under,29,0.49
Commanders,Chiefs,2013,under,40,0.31
Commanders,Lions,2013,under,35,0.43
Commanders,Ravens,2013,under,42,0.48
Texans,Packers,2013,under,43,0.32
Texans,Steelers,2013,under,43,0.38
Texans,Vikings,2013,under,47,0.55
Texans,Eagles,2013,under,39,0.58
Texans,Bills,2013,under,34,0.47
Texans,Chiefs,2013,under,31,0.36
Texans,Lions,2013,under,36,0.41
Texans,Ravens,2013,under,39,0.36
Packers,Steelers,2013,under,39,0.46
Packers,Vikings,2013,under,40,0.41
Packers,Eagles,2013,under,49,0.45
Packers,Bills,2013,under,38,0.48
Packers,Chiefs,2013,under,45,0.5
Packers,Lions,2013,under,40,0.45
Packers,Ravens,2013,under,43,0.5
Steelers,Vikings,2013,under,35,0.56
Commanders,Texans,2013,under,45,0.6
Commanders,Packers,2013,under,50,0.44
Commanders,Steelers,2013,under,47,0.6
Commanders,Vikings,2013,under,36,0.56
Commanders,Eagles,2013,under,34,0.44
Commanders,Bills,2013,under,45,0.39
Commanders,Chiefs,2013,under,35,0.35
Commanders,Lions,2013,under,24,0.56
Commanders,Ravens,2013,under,43,0.53
Texans,Packers,2013,under,45,0.43
Texans,Steelers,2013,under,45,0.41
Texans,Vikings,2013,under,45,0.58
Texans,Eagles,2013,under,21,0.4
Texans,Bills,2013,under,45,0.43
Texans,Chiefs,2013,under,26,0.53
Texans,Lions,2013,under,41,0.39
Texans,Ravens,2013,under,27,0.5
Packers,Steelers,2013,under,50,0.58
Packers,Vikings,2013,under,46,0.56
Packers,Eagles,2013,under,36,0.39
Packers,Bills,2013,under,19,0.58
Packers,Chiefs,2013,under,22,0.38
Packers,Lions,2013,under,28,0.49
Packers,Ravens,2013,under,41,0.3
Steelers,Vikings,2013,under,26,0.46
Steelers,Eagles,2013,under,49,0.32
Steelers,Bills,2013,under,47,0.59
Steelers,Chiefs,2013,under,21,0.59
Steelers,Lions,2013,under,33,0.39
Steelers,Ravens,2013,under,24,0.39
Vikings,Eagles,2013,under,19,0.36
Vikings,Bills,2013,under,38,0.31
Vikings,Chiefs,2013,under,33,0.52
Vikings,Lions,2013,under,31,0.54
Vikings,Ravens,2013,under,41,0.32
Eagles,Bills,2013,under,31,0.31
Eagles,Chiefs,2013,under,16,0.47
Eagles,Lions,2013,under,41,0.44
Eagles,Ravens,2013,under,16,0.43
Bills,Chiefs,2013,under,38,0.48
Bills,Lions,2013,under,14,0.42
Bills,Ravens,2013,under,10,0.72
Chiefs,Lions,2013,under,1,0.79
Chiefs,Ravens,2013,under,44,0.32
Lions,Ravens,2013,under,26,0.31
Commanders,Texans,2013,under,41,0.46
Commanders,Packers,2013,under,44,0.33
Commanders,Steelers,2013,under,39,0.31
Commanders,Vikings,2013,under,45,0.53
Commanders,Bills,2013,under,40,0.31
Commanders,Chiefs,2013,under,33,0.37
Commanders,Lions,2013,under,22,0.49
Commanders,Ravens,2013,under,47,0.46
Texans,Packers,2013,under,45,0.35
Texans,Steelers,2013,under,33,0.32
Texans,Vikings,2013,under,40,0.37
Texans,Eagles,2013,under,43,0.51
Texans,Bills,2013,under,36,0.4
Texans,Chiefs,2013,under,37,0.52
Texans,Lions,2013,under,28,0.54
Texans,Ravens,2013,under,27,0.59
Packers,Steelers,2013,under,36,0.44
Packers,Vikings,2013,under,35,0.55
Packers,Eagles,2013,under,27,0.49
Packers,Bills,2013,under,41,0.39
Packers,Chiefs,2013,under,34,0.51
Packers,Lions,2013,under,34,0.41
Packers,Ravens,2013,under,35,0.42
Steelers,Vikings,2013,under,46,0.46
Steelers,Eagles,2013,under,34,0.56
Steelers,Bills,2013,under,28,0.35
Steelers,Chiefs,2013,under,43,0.39
Steelers,Lions,2013,under,37,0.57
Steelers,Ravens,2013,under,15,0.42
Vikings,Eagles,2013,under,39,0.51
Vikings,Bills,2013,under,23,0.47
Vikings,Chiefs,2013,under,24,0.48
Vikings,Lions,2013,under,28,0.39
Vikings,Ravens,2013,under,28,0.36
Eagles,Bills,2013,under,35,0.36
Eagles,Chiefs,2013,under,45,0.56
Eagles,Lions,2013,under,23,0.45
Eagles,Ravens,2013,under,39,0.3
Bills,Chiefs,2013,under,42,0.48
Bills,Lions,2013,under,11,0.39
Bills,Ravens,2013,under,25,0.31
Chiefs,Lions,2013,under,25,0.52
Chiefs,Ravens,2013,under,11,0.42
Lions,Ravens,2013,under,0,0.52
Steelers,Eagles,2013,under,24,0.47
Steelers,Bills,2013,under,27,0.34
Steelers,Chiefs,2013,under,30,0.6
Steelers,Lions,2013,under,22,0.53
Steelers,Ravens,2013,under,44,0.58
Vikings,Eagles,2013,under,34,0.56
Vikings,Bills,2013,under,23,0.45
Vikings,Chiefs,2013,under,28,0.38
Vikings,Lions,2013,under,50,0.51
Vikings,Ravens,2013,under,35,0.57
Eagles,Bills,2013,under,33,0.39
Eagles,Chiefs,2013,under,22,0.46
Eagles,Lions,2013,under,27,0.34
Eagles,Ravens,2013,under,18,0.42
Bills,Chiefs,2013,under,13,0.41
Bills,Lions,2013,under,44,0.56
Bills,Ravens,2013,under,38,0.32
Chiefs,Lions,2013,under,23,0.41
Chiefs,Ravens,2013,under,21,0.4
Lions,Ravens,2013,under,38,0.31
Commanders,Texans,2013,under,49,0.42
Commanders,Packers,2013,under,37,0.42
Commanders,Steelers,2013,under,48,0.52
Commanders,Vikings,2013,under,46,0.35
Commanders,Eagles,2013,under,42,0.43
Commanders,Bills,2013,under,50,0.52
Commanders,Chiefs,2013,under,33,0.56
Commanders,Lions,2013,under,23,0.54
Commanders,Ravens,2013,under,30,0.42
Texans,Packers,2013,under,42,0.48
Texans,Steelers,2013,under,37,0.43
Texans,Vikings,2013,under,47,0.59
Texans,Eagles,2013,under,35,0.36
Texans,Bills,2013,under,44,0.46
Texans,Chiefs,2013,under,45,0.4
Texans,Lions,2013,under,22,0.34
Texans,Ravens,2013,under,36,0.42
Packers,Steelers,2013,under,35,0.57
Packers,Vikings,2013,under,27,0.32
Packers,Eagles,2013,under,46,0.36
Packers,Bills,2013,under,28,0.35
Packers,Chiefs,2013,under,36,0.44
Packers,Lions,2013,under,28,0.51
Packers,Ravens,2013,under,19,0.34
Steelers,Vikings,2013,under,38,0.54
Steelers,Eagles,2013,under,44,0.54
Steelers,Bills,2013,under,43,0.59
Steelers,Chiefs,2013,under,45,0.47
Steelers,Lions,2013,under,26,0.58
Steelers,Ravens,2013,under,31,0.43
Vikings,Eagles,2013,under,17,0.33
Vikings,Bills,2013,under,28,0.39
Vikings,Chiefs,2013,under,27,0.39
Vikings,Lions,2013,under,20,0.35
Vikings,Ravens,2013,under,21,0.56
Eagles,Bills,2013,under,37,0.45
Eagles,Chiefs,2013,under,35,0.5
Eagles,Lions,2013,under,26,0.51
Eagles,Ravens,2013,under,42,0.44
Bills,Chiefs,2013,under,15,0.42
Bills,Lions,2013,under,16,0.32
Bills,Ravens,2013,under,21,0.33
Chiefs,Lions,2013,under,30,0.41
Chiefs,Ravens,2013,under,23,0.54
Lions,Ravens,2013,under,17,0.44
Packers,Lions,2014,under,28,0.38
Texans,Vikings,2014,under,35,0.56
Texans,Eagles,2014,under,35,0.4
Texans,Bills,2014,under,41,0.39
Texans,Chiefs,2014,under,34,0.36
Texans,Lions,2014,under,39,0.53
Texans,Ravens,2014,under,23,0.46
Packers,Steelers,2014,under,39,0.37
Packers,Vikings,2014,under,33,0.5
Packers,Eagles,2014,under,29,0.37
Packers,Bills,2014,under,30,0.55
Packers,Chiefs,2014,under,38,0.42
Packers,Lions,2014,under,33,0.37
Packers,Ravens,2014,under,43,0.46
Steelers,Vikings,2014,under,34,0.57
Steelers,Eagles,2014,under,39,0.49
Steelers,Bills,2014,under,36,0.44
Steelers,Chiefs,2014,under,29,0.32
Steelers,Lions,2014,under,27,0.43
Steelers,Ravens,2014,under,26,0.33
Vikings,Eagles,2014,under,28,0.53
Vikings,Bills,2014,under,30,0.43
Vikings,Chiefs,2014,under,37,0.42
Vikings,Lions,2014,under,29,0.52
Vikings,Ravens,2014,under,31,0.49
Eagles,Bills,2014,under,16,0.5
Eagles,Chiefs,2014,under,41,0.58
Eagles,Lions,2014,under,14,0.55
Eagles,Ravens,2014,under,11,0.56
Bills,Chiefs,2014,under,29,0.34
Bills,Lions,2014,under,25,0.39
Bills,Ravens,2014,under,7,0.56
Chiefs,Lions,2014,under,20,0.43
Chiefs,Ravens,2014,under,26,0.48
Lions,Ravens,2014,under,9,0.56
Lions,Ravens,2014,under,25,0.44
Chiefs,Ravens,2014,under,20,0.44
Chiefs,Lions,2014,under,9,0.66
Bills,Ravens,2014,under,37,0.52
Bills,Lions,2014,under,35,0.47
Bills,Chiefs,2014,under,23,0.34
Eagles,Ravens,2014,under,31,0.41
Eagles,Lions,2014,under,17,0.42
Eagles,Chiefs,2014,under,16,0.4
Eagles,Bills,2014,under,26,0.37
Vikings,Ravens,2014,under,45,0.3
Vikings,Lions,2014,under,27,0.5
Vikings,Chiefs,2014,under,22,0.41
Vikings,Bills,2014,under,30,0.59
Vikings,Eagles,2014,under,22,0.44
Steelers,Ravens,2014,under,45,0.58
Steelers,Lions,2014,under,19,0.34
Steelers,Chiefs,2014,under,40,0.37
Steelers,Bills,2014,under,23,0.36
Steelers,Eagles,2014,under,37,0.45
Steelers,Vikings,2014,under,33,0.47
Packers,Ravens,2014,under,32,0.49
Packers,Lions,2014,under,31,0.59
Packers,Chiefs,2014,under,36,0.6
Packers,Bills,2014,under,36,0.38
Packers,Eagles,2014,under,36,0.44
Packers,Vikings,2014,under,40,0.52
Packers,Steelers,2014,under,35,0.32
Texans,Ravens,2014,under,45,0.59
Texans,Lions,2014,under,40,0.32
Texans,Chiefs,2014,under,31,0.42
Texans,Bills,2014,under,41,0.53
Texans,Eagles,2014,under,38,0.54
Texans,Vikings,2014,under,27,0.56
Texans,Steelers,2014,under,45,0.59
Texans,Packers,2014,under,48,0.55
Commanders,Ravens,2014,under,29,0.37
Commanders,Lions,2014,under,39,0.42
Commanders,Chiefs,2014,under,38,0.59
Commanders,Bills,2014,under,35,0.44
Commanders,Eagles,2014,under,35,0.48
Commanders,Vikings,2014,under,43,0.44
Commanders,Steelers,2014,under,38,0.41
Commanders,Packers,2014,under,44,0.54
Eagles,Lions,2014,under,28,0.31
Eagles,Chiefs,2014,under,29,0.34
Eagles,Bills,2014,under,27,0.49
Vikings,Ravens,2014,under,16,0.35
Vikings,Lions,2014,under,28,0.32
Vikings,Chiefs,2014,under,35,0.3
Vikings,Bills,2014,under,38,0.43
Vikings,Eagles,2014,under,37,0.39
Steelers,Ravens,2014,under,45,0.37
Steelers,Lions,2014,under,34,0.33
Steelers,Chiefs,2014,under,33,0.59
Steelers,Bills,2014,under,30,0.54
Steelers,Eagles,2014,under,42,0.57
Steelers,Vikings,2014,under,38,0.53
Packers,Ravens,2014,under,34,0.43
Packers,Lions,2014,under,47,0.56
Packers,Chiefs,2014,under,44,0.57
Packers,Bills,2014,under,44,0.51
Packers,Eagles,2014,under,44,0.47
Packers,Vikings,2014,under,40,0.33
Packers,Steelers,2014,under,38,0.39
Texans,Ravens,2014,under,41,0.59
Texans,Lions,2014,under,24,0.31
Texans,Chiefs,2014,under,39,0.47
Texans,Bills,2014,under,49,0.54
Texans,Eagles,2014,under,36,0.42
Texans,Vikings,2014,under,47,0.44
Texans,Steelers,2014,under,34,0.5
Texans,Packers,2014,under,45,0.41
Commanders,Ravens,2014,under,43,0.53
Commanders,Lions,2014,under,39,0.43
Commanders,Chiefs,2014,under,33,0.35
Commanders,Texans,2014,under,43,0.36
Commanders,Packers,2014,under,49,0.51
Commanders,Steelers,2014,under,45,0.35
Commanders,Vikings,2014,under,44,0.47
Commanders,Eagles,2014,under,42,0.59
Commanders,Bills,2014,under,29,0.31
Commanders,Chiefs,2014,under,38,0.59
Commanders,Lions,2014,under,44,0.34
Commanders,Ravens,2014,under,25,0.54
Texans,Packers,2014,under,48,0.55
Texans,Steelers,2014,under,48,0.52
Texans,Vikings,2014,under,38,0.57
Texans,Eagles,2014,under,40,0.34
Texans,Bills,2014,under,29,0.54
Texans,Chiefs,2014,under,42,0.41
Texans,Lions,2014,under,43,0.37
Texans,Ravens,2014,under,14,0.39
Packers,Steelers,2014,under,34,0.32
Packers,Vikings,2014,under,42,0.44
Packers,Eagles,2014,under,25,0.44
Packers,Bills,2014,under,46,0.36
Packers,Chiefs,2014,under,37,0.54
Packers,Lions,2014,under,41,0.44
Packers,Ravens,2014,under,28,0.48
Steelers,Vikings,2014,under,34,0.37
Commanders,Bills,2014,under,38,0.42
Commanders,Eagles,2014,under,43,0.44
Commanders,Vikings,2014,under,38,0.54
Commanders,Steelers,2014,under,44,0.49
Commanders,Packers,2014,under,50,0.48
Commanders,Texans,2014,under,50,0.48
Commanders,Texans,2014,under,50,0.31
Commanders,Packers,2014,under,45,0.37
Commanders,Steelers,2014,under,43,0.49
Commanders,Vikings,2014,under,50,0.56
Commanders,Eagles,2014,under,30,0.32
Commanders,Bills,2014,under,28,0.36
Commanders,Chiefs,2014,under,31,0.42
Steelers,Eagles,2014,under,32,0.35
Steelers,Bills,2014,under,45,0.49
Steelers,Chiefs,2014,under,40,0.31
Steelers,Lions,2014,under,41,0.48
Steelers,Ravens,2014,under,37,0.43
Vikings,Eagles,2014,under,31,0.32
Vikings,Bills,2014,under,26,0.54
Vikings,Chiefs,2014,under,46,0.51
Vikings,Lions,2014,under,19,0.41
Vikings,Ravens,2014,under,38,0.31
Eagles,Bills,2014,under,24,0.31
Eagles,Chiefs,2014,under,34,0.41
Eagles,Lions,2014,under,16,0.52
Eagles,Ravens,2014,under,38,0.49
Bills,Chiefs,2014,under,19,0.31
Bills,Lions,2014,under,7,0.59
Bills,Ravens,2014,under,15,0.6
Chiefs,Lions,2014,under,23,0.56
Chiefs,Ravens,2014,under,16,0.52
Lions,Ravens,2014,under,35,0.45
Commanders,Lions,2014,under,30,0.48
Commanders,Ravens,2014,under,26,0.52
Texans,Packers,2014,under,48,0.42
Texans,Steelers,2014,under,38,0.54
Texans,Vikings,2014,under,42,0.3
Texans,Eagles,2014,under,43,0.55
Texans,Bills,2014,under,39,0.47
Texans,Chiefs,2014,under,38,0.35
Texans,Lions,2014,under,28,0.3
Texans,Ravens,2014,under,45,0.36
Packers,Steelers,2014,under,48,0.6
Packers,Vikings,2014,under,37,0.36
Packers,Eagles,2014,under,41,0.59
Packers,Bills,2014,under,49,0.44
Packers,Chiefs,2014,under,25,0.52
Texans,Steelers,2014,under,44,0.52
Packers,Ravens,2014,under,17,0.43
Steelers,Vikings,2014,under,28,0.52
Steelers,Eagles,2014,under,19,0.37
Steelers,Bills,2014,under,32,0.52
Steelers,Chiefs,2014,under,20,0.53
Steelers,Lions,2014,under,22,0.58
Steelers,Ravens,2014,under,34,0.4
Vikings,Eagles,2014,under,37,0.6
Vikings,Bills,2014,under,23,0.38
Vikings,Chiefs,2014,under,28,0.31
Vikings,Lions,2014,under,22,0.55
Vikings,Ravens,2014,under,28,0.45
Eagles,Bills,2014,under,34,0.58
Eagles,Chiefs,2014,under,26,0.51
Eagles,Lions,2014,under,47,0.44
Eagles,Ravens,2014,under,28,0.41
Bills,Chiefs,2014,under,37,0.55
Bills,Lions,2014,under,36,0.39
Bills,Ravens,2014,under,28,0.37
Chiefs,Lions,2014,under,25,0.55
Chiefs,Ravens,2014,under,23,0.46
Lions,Ravens,2014,over,3,0.63
Eagles,Ravens,2014,under,14,0.56
Bills,Chiefs,2014,under,30,0.59
Bills,Lions,2014,under,31,0.34
Bills,Ravens,2014,under,46,0.48
Chiefs,Lions,2014,under,24,0.59
Chiefs,Ravens,2014,under,16,0.4
Lions,Ravens,2014,under,29,0.41
Commanders,Texans,2014,under,50,0.3
Commanders,Texans,2014,under,45,0.57
Commanders,Packers,2014,under,41,0.32
Commanders,Steelers,2014,under,50,0.55
Commanders,Vikings,2014,under,46,0.36
Commanders,Eagles,2014,under,49,0.49
Commanders,Bills,2014,under,30,0.43
Commanders,Chiefs,2014,under,38,0.37
Commanders,Lions,2014,under,44,0.35
Commanders,Ravens,2014,under,29,0.41
Texans,Packers,2014,under,49,0.46
Packers,Eagles,2015,under,33,0.37
Packers,Bills,2015,under,35,0.54
Packers,Chiefs,2015,under,27,0.49
Commanders,Packers,2015,under,47,0.58
Packers,Lions,2015,under,28,0.31
Packers,Ravens,2015,under,47,0.55
Steelers,Vikings,2015,under,34,0.33
Steelers,Eagles,2015,under,31,0.51
Steelers,Bills,2015,under,42,0.54
Steelers,Chiefs,2015,under,42,0.37
Steelers,Lions,2015,under,25,0.53
Steelers,Ravens,2015,under,38,0.49
Vikings,Eagles,2015,under,33,0.57
Vikings,Bills,2015,under,25,0.47
Vikings,Chiefs,2015,under,32,0.36
Vikings,Lions,2015,under,27,0.56
Vikings,Ravens,2015,under,18,0.39
Eagles,Bills,2015,under,20,0.52
Eagles,Chiefs,2015,under,33,0.4
Eagles,Lions,2015,under,28,0.54
Eagles,Ravens,2015,under,38,0.58
Bills,Chiefs,2015,under,40,0.45
Bills,Lions,2015,under,31,0.56
Bills,Ravens,2015,under,16,0.45
Chiefs,Lions,2015,under,19,0.32
Chiefs,Ravens,2015,under,13,0.53
Lions,Ravens,2015,under,35,0.54
Packers,Vikings,2015,under,43,0.51
Packers,Eagles,2015,under,50,0.46
Packers,Bills,2015,under,46,0.37
Packers,Chiefs,2015,under,35,0.53
Steelers,Eagles,2015,under,30,0.58
Steelers,Bills,2015,under,40,0.52
Steelers,Chiefs,2015,under,22,0.6
Steelers,Lions,2015,under,35,0.41
Commanders,Texans,2015,under,45,0.42
Commanders,Packers,2015,under,50,0.31
Commanders,Steelers,2015,under,39,0.46
Commanders,Vikings,2015,under,42,0.56
Commanders,Eagles,2015,under,48,0.32
Commanders,Bills,2015,under,34,0.46
Commanders,Chiefs,2015,under,48,0.56
Commanders,Lions,2015,under,37,0.47
Commanders,Ravens,2015,under,35,0.37
Texans,Packers,2015,under,44,0.4
Texans,Steelers,2015,under,47,0.31
Texans,Vikings,2015,under,45,0.31
Texans,Eagles,2015,under,42,0.51
Texans,Bills,2015,under,50,0.36
Texans,Chiefs,2015,under,43,0.3
Texans,Lions,2015,under,29,0.45
Texans,Ravens,2015,under,47,0.38
Packers,Steelers,2015,under,41,0.3
Packers,Vikings,2015,under,36,0.33
Packers,Eagles,2015,under,40,0.42
Packers,Bills,2015,under,33,0.53
Packers,Chiefs,2015,under,24,0.34
Packers,Lions,2015,under,14,0.39
Packers,Ravens,2015,under,29,0.3
Steelers,Vikings,2015,under,26,0.57
Steelers,Eagles,2015,under,22,0.31
Steelers,Bills,2015,under,27,0.56
Steelers,Chiefs,2015,under,41,0.54
Steelers,Lions,2015,under,20,0.42
Steelers,Ravens,2015,under,29,0.38
Vikings,Eagles,2015,under,48,0.31
Vikings,Bills,2015,under,29,0.46
Vikings,Chiefs,2015,under,26,0.53
Vikings,Lions,2015,under,37,0.41
Vikings,Ravens,2015,under,32,0.36
Eagles,Bills,2015,under,35,0.35
Eagles,Chiefs,2015,under,37,0.32
Eagles,Lions,2015,under,16,0.54
Eagles,Ravens,2015,under,34,0.42
Bills,Chiefs,2015,under,25,0.37
Bills,Lions,2015,under,3,0.58
Bills,Ravens,2015,under,23,0.56
Chiefs,Lions,2015,under,31,0.4
Chiefs,Ravens,2015,under,21,0.57
Lions,Ravens,2015,under,21,0.45
Commanders,Texans,2015,under,43,0.59
Commanders,Packers,2015,under,49,0.32
Commanders,Steelers,2015,under,47,0.41
Commanders,Vikings,2015,under,44,0.33
Commanders,Eagles,2015,under,33,0.49
Commanders,Bills,2015,under,32,0.53
Commanders,Chiefs,2015,under,39,0.57
Commanders,Lions,2015,under,48,0.46
Commanders,Ravens,2015,under,44,0.39
Texans,Packers,2015,under,39,0.53
Texans,Steelers,2015,under,37,0.54
Texans,Vikings,2015,under,47,0.5
Texans,Eagles,2015,under,40,0.59
Texans,Bills,2015,under,48,0.58
Texans,Chiefs,2015,under,49,0.41
Texans,Lions,2015,under,29,0.53
Texans,Ravens,2015,under,35,0.45
Packers,Steelers,2015,under,39,0.4
Packers,Vikings,2015,under,33,0.32
Packers,Eagles,2015,under,44,0.6
Packers,Bills,2015,under,35,0.51
Packers,Chiefs,2015,under,38,0.35
Packers,Lions,2015,under,32,0.48
Packers,Ravens,2015,under,29,0.41
Steelers,Vikings,2015,under,36,0.38
Steelers,Eagles,2015,under,37,0.46
Steelers,Bills,2015,under,22,0.56
Steelers,Chiefs,2015,under,23,0.42
Steelers,Lions,2015,under,28,0.52
Steelers,Ravens,2015,under,23,0.32
Vikings,Eagles,2015,under,44,0.43
Vikings,Bills,2015,under,33,0.41
Vikings,Chiefs,2015,under,44,0.35
Vikings,Lions,2015,under,44,0.39
Vikings,Ravens,2015,under,33,0.52
Eagles,Bills,2015,under,33,0.38
Eagles,Chiefs,2015,under,41,0.34
Eagles,Lions,2015,under,42,0.38
Eagles,Ravens,2015,under,12,0.36
Bills,Chiefs,2015,under,42,0.36
Bills,Lions,2015,under,13,0.45
Bills,Ravens,2015,under,40,0.36
Chiefs,Lions,2015,under,32,0.42
Chiefs,Ravens,2015,under,30,0.4
Lions,Ravens,2015,under,16,0.48
Commanders,Steelers,2015,under,44,0.45
Commanders,Vikings,2015,under,38,0.31
Texans,Vikings,2015,under,45,0.52
Texans,Eagles,2015,under,45,0.5
Texans,Bills,2015,under,48,0.43
Texans,Chiefs,2015,under,30,0.35
Texans,Lions,2015,under,42,0.33
Texans,Ravens,2015,under,28,0.38
Packers,Steelers,2015,under,41,0.33
Packers,Vikings,2015,under,42,0.34
Packers,Eagles,2015,under,47,0.51
Packers,Bills,2015,under,34,0.48
Packers,Chiefs,2015,under,34,0.53
Packers,Lions,2015,under,24,0.38
Packers,Ravens,2015,under,50,0.32
Steelers,Vikings,2015,under,38,0.31
Steelers,Eagles,2015,under,30,0.56
Steelers,Bills,2015,under,25,0.49
Steelers,Chiefs,2015,under,25,0.45
Steelers,Lions,2015,under,33,0.5
Steelers,Ravens,2015,under,31,0.47
Vikings,Eagles,2015,under,34,0.59
Vikings,Bills,2015,under,27,0.31
Vikings,Chiefs,2015,under,24,0.59
Vikings,Lions,2015,under,36,0.45
Vikings,Ravens,2015,under,25,0.35
Eagles,Bills,2015,under,37,0.4
Commanders,Eagles,2015,under,43,0.35
Commanders,Bills,2015,under,42,0.36
Commanders,Chiefs,2015,under,45,0.38
Commanders,Lions,2015,under,26,0.46
Commanders,Ravens,2015,under,21,0.44
Commanders,Texans,2015,under,42,0.41
Steelers,Ravens,2015,under,17,0.31
Vikings,Eagles,2015,under,28,0.56
Vikings,Bills,2015,under,47,0.41
Vikings,Chiefs,2015,under,44,0.51
Vikings,Lions,2015,under,19,0.54
Vikings,Ravens,2015,under,14,0.49
Eagles,Bills,2015,under,27,0.31
Eagles,Chiefs,2015,under,34,0.32
Eagles,Lions,2015,under,34,0.35
Eagles,Ravens,2015,under,25,0.48
Bills,Chiefs,2015,under,31,0.34
Bills,Lions,2015,under,46,0.3
Bills,Ravens,2015,under,21,0.55
Chiefs,Lions,2015,under,15,0.6
Eagles,Chiefs,2015,under,50,0.45
Eagles,Lions,2015,under,32,0.33
Eagles,Ravens,2015,under,26,0.3
Bills,Chiefs,2015,under,30,0.36
Bills,Lions,2015,under,31,0.47
Bills,Ravens,2015,under,33,0.55
Chiefs,Lions,2015,under,26,0.53
Chiefs,Ravens,2015,under,28,0.3
Lions,Ravens,2015,under,28,0.58
Chiefs,Ravens,2015,under,34,0.53
Lions,Ravens,2015,under,28,0.59
Packers,Lions,2015,under,39,0.47
Packers,Ravens,2015,under,40,0.55
Steelers,Vikings,2015,under,35,0.45
Texans,Packers,2015,under,46,0.55
Texans,Steelers,2015,under,47,0.53
Texans,Vikings,2015,under,33,0.35
Texans,Eagles,2015,under,29,0.33
Texans,Bills,2015,under,40,0.58
Texans,Chiefs,2015,under,32,0.38
Texans,Lions,2015,under,30,0.33
Texans,Ravens,2015,under,33,0.46
Packers,Steelers,2015,under,31,0.59
Commanders,Texans,2015,under,46,0.37
Commanders,Packers,2015,under,45,0.54
Commanders,Steelers,2015,under,38,0.55
Commanders,Vikings,2015,under,30,0.52
Commanders,Eagles,2015,under,44,0.42
Commanders,Bills,2015,under,36,0.48
Commanders,Chiefs,2015,under,45,0.52
Commanders,Lions,2015,under,22,0.58
Commanders,Ravens,2015,under,31,0.58
Texans,Packers,2015,under,40,0.56
Texans,Steelers,2015,under,43,0.57
Commanders,Texans,2015,under,49,0.38
Commanders,Packers,2015,under,45,0.38
Commanders,Steelers,2015,under,48,0.42
Commanders,Vikings,2015,under,50,0.45
Commanders,Eagles,2015,under,32,0.4
Commanders,Bills,2015,under,38,0.43
Commanders,Chiefs,2015,under,31,0.48
Commanders,Lions,2015,under,24,0.43
Commanders,Ravens,2015,under,31,0.5
Texans,Packers,2015,under,47,0.47
Texans,Steelers,2015,under,38,0.35
Texans,Vikings,2015,under,42,0.51
Texans,Eagles,2015,under,39,0.34
Texans,Bills,2015,under,50,0.58
Texans,Chiefs,2015,under,29,0.46
Texans,Lions,2015,under,50,0.32
Texans,Ravens,2015,under,39,0.5
Packers,Steelers,2015,under,48,0.59
Packers,Vikings,2015,under,34,0.59
Steelers,Vikings,2016,under,35,0.32
Commanders,Texans,2016,under,47,0.54
Commanders,Packers,2016,under,50,0.54
Commanders,Steelers,2016,under,46,0.44
Commanders,Vikings,2016,under,47,0.46
Commanders,Eagles,2016,under,46,0.37
Commanders,Bills,2016,under,37,0.41
Commanders,Chiefs,2016,under,45,0.39
Commanders,Lions,2016,under,20,0.5
Commanders,Ravens,2016,under,34,0.53
Texans,Packers,2016,under,37,0.48
Texans,Steelers,2016,under,36,0.6
Texans,Vikings,2016,under,41,0.38
Texans,Eagles,2016,under,46,0.5
Texans,Bills,2016,under,40,0.54
Texans,Chiefs,2016,under,32,0.46
Texans,Lions,2016,under,42,0.58
Texans,Ravens,2016,under,35,0.34
